"id","name","type","desc","atk","def","level","rank","linkval","race","attribute","archetype","cardmarket_price","tcgplayer_price","amazon_price","coolstuffinc_price","image_url","image_url_small"
"97520532","Gimmick Puppet Chimera Doll","Link Effect Monster","2 Machine monsters During your Main Phase, if you control this Link Summoned card: You can activate this effect; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Machine Xyz Monsters, also take 1 """"Gimmick Puppet"""" monster from your Deck, and either add it to your hand or send it to the GY, then, if all monsters you control are """"Gimmick Puppet"""" monsters (min. 1), you can Special Summon 1 """"Gimmick Puppet"""" monster from your hand. You can only use this effect of """"Gimmick Puppet Chimera Doll"""" once per turn.","1500","None","","","","Machine","DARK","","","","","","",""
"97518132","Naelshaddoll Ariel","Flip Effect Monster","FLIP: You can target 1 of your banished """"Shaddoll"""" monsters; Special Summon it in face-up or face-down Defense Position. If this card is sent to the GY by a card effect: You can target up to 3 cards in the GY(s); banish them. You can only use 1 """"Naelshaddoll Ariel"""" effect per turn, and only once that turn.","1000","1800","","","","Psychic","WATER","","","","","","",""
"97489701","Red Nova Dragon","Synchro Effect Monster","2 Tuners + """"Red Dragon Archfiend"""" This card gains 500 ATK for each Tuner monster in your Graveyard. Cannot be destroyed by an opponent's card effects. When an opponent's monster declares an attack: You can target the attacking monster; banish this card, and if you do, negate that attack. During the next End Phase: Special Summon this card banished by this effect.","3500","3000","","","","Dragon","DARK","","","","","","",""
"9748752","Caius the Shadow Monarch","Effect Monster","If this card is Tribute Summoned: Target 1 card on the field; banish that target, and if you do, inflict 1000 damage to your opponent if it is a DARK monster.","2400","1000","","","","Fiend","DARK","","","","","","",""
"97476032","Ice Doll","Effect Monster","You can discard 1 other WATER monster; Special Summon this card from your hand. If this card is Normal or Special Summoned: You can add 1 WATER Spellcaster monster from your Deck to your hand. If this card is sent from the field to the GY: You can add 1 """"Ice Doll Mirror"""" from your Deck to your hand. You can only use each effect of """"Ice Doll"""" once per turn, also you cannot Special Summon the turn you activate any of this card's effects, except WATER monsters.","800","1000","","","","Spellcaster","WATER","","","","","","",""
"97474300","Duelist Genesis","Normal Spell","If you have a Tuner on your field or in your GY: Add 1 """"Synchro"""" Spell/Trap from your Deck to your hand. You can only activate 1 """"Duelist Genesis"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97466712","Hack Worm","Effect Monster","If your opponent controls no monsters, you can Special Summon this card (from your hand).","400","0","","","","Machine","DARK","","","","","","",""
"97466438","Zany Zebra","Pendulum Effect Monster","If this card is Normal or Special Summoned: You can choose 1 unused Main Monster Zone or Spell & Trap Zone; while this card is face-up in the Monster Zone, that Zone cannot be used.","0","2000","","","","Beast","DARK","","","","","","",""
"97453744","Heroic Champion - Claivesolish","Xyz Effect Monster","2 Level 4 Warrior monsters Your opponent cannot target monsters for attacks, except this one. You can only use each of the following effects of """"Heroic Champion - Claivesolish"""" once per turn. You can pay LP so that you only have 500 left; at the start of the Battle Phase this turn, double the ATK of 1 monster you control. When an attack is declared involving your opponent's monster: You can detach 1 material from this card, then target 1 face-up monster your opponent controls; this card gains ATK equal to that monster's ATK until the end of this turn.","2500","2000","","","","Warrior","LIGHT","","","","","","",""
"97452818","Moon Token","Token","Special Summoned with the effect of """"Arcana Force XVIII - The Moon"""".","0","0","","","","Fairy","LIGHT","","","","","","",""
"97452817","Arcana Force XVIII - The Moon","Effect Monster","When this card is Summoned, toss a coin: ● Heads: During your Standby Phase, you can Special Summon 1 """"Moon Token"""" (Fairy-Type/LIGHT/Level 1/ATK 0/DEF 0). ● Tails: During each of your End Phases, select 1 monster you control and give control of it to your opponent.","2800","2800","","","","Fairy","LIGHT","","","","","","",""
"9744376","Good Goblin Housekeeping","Normal Trap","Draw cards equal to the number of """"Good Goblin Housekeeping"""" cards in your Graveyard +1, then select 1 card from your hand and return it to the bottom of your Deck.","None","None","","","","Normal","","","","","","","",""
"97439806","Fabled Kushano","Tuner Effect Monster","If this card is in your GY: You can discard 1 """"Fabled"""" monster to the GY, except """"Fabled Kushano""""; add this card to your hand.","1100","800","","","","Fiend","LIGHT","","","","","","",""
"97439308","Chaos Greed","Normal Spell","You can only activate this card if 4 or more of your cards are currently removed from play and there are no cards in your Graveyard. Draw 2 cards from your Deck.","None","None","","","","Normal","","","","","","","",""
"97434754","Artmage Litera","Effect Monster","You take no damage from battles involving this card. You can only use each of the following effects of """"Artmage Litera"""" once per turn. If you control an """"Artmage"""" card: You can Special Summon this card from your hand, then you can add 1 """"Artmage"""" card from your GY to your hand. During your opponent's Main Phase (Quick Effect): You can Special Summon 1 """"Artmage"""" monster from your hand or GY, except """"Artmage Litera"""", then return this card from the field to the hand.","400","1800","","","","Spellcaster","LIGHT","","","","","","",""
"97433739","Message in a Bottle","Normal Spell","Target 3 monsters with different Levels in your Graveyard; Special Summon all 3 of them. Their ATK's become 0, also their effects are negated. If you do not Xyz Summon this turn after Summoning those 3 monsters, you lose 4000 Life Points during the End Phase. You cannot Special Summon any other monsters, except by Xyz Summon, during the turn you activate this card.","None","None","","","","Normal","","","","","","","",""
"9742784","Jet Synchron","Tuner Effect Monster","If this card is sent to the GY as Synchro Material: You can add 1 """"Junk"""" monster from your Deck to your hand. If this card is in your GY: You can send 1 card from your hand to the GY; Special Summon this card, but banish it when it leaves the field. You can only use 1 """"Jet Synchron"""" effect per turn, and only once that turn.","500","0","","","","Machine","FIRE","","","","","","",""
"97417863","D/D/D/D Super-Dimensional Sovereign Emperor Zero Paradox","Pendulum Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned by its own effect. When you Pendulum Summon a monster(s), while the total Pendulum Scales in your Pendulum Zones are higher than the total Levels of the Pendulum Summoned monsters: You can Special Summon this card from your hand, and if you do, destroy as many other cards on the field as possible, then you can place this card in your Pendulum Zone. Once per turn, if another face-up """"D/D/D"""" monster(s) you control leaves the field by Spell Card or effect: This card's ATK becomes 6000.","3000","3000","","","","Fiend","DARK","","","","","","",""
"97403510","Number 92: Heart-eartH Dragon","Xyz Effect Monster","3 Level 9 monsters This card cannot be destroyed by battle, also your opponent takes any battle damage you would have taken from battles involving this card. During your opponent's End Phase: You can detach 1 Xyz Material from this card; banish all cards your opponent currently controls that were Normal or Special Summoned, or were Set, this turn. If this card is destroyed while it has Xyz Material: You can Special Summon this card from the Graveyard. When you do: It gains 1000 ATK for every card currently banished.","0","0","","","","Dragon","DARK","","","","","","",""
"97396380","Fencing Fire Ferret","Effect Monster","If this card is destroyed and sent to the GY: Target 1 face-up monster your opponent controls; destroy that target, and if you do, inflict 500 damage to your opponent.","1700","600","","","","Beast","FIRE","","","","","","",""
"97385276","Level Warrior","Effect Monster","If there are no monsters on the field, you can Normal Summon this card as a Level 2 monster. If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand) as a Level 4 monster.","300","600","","","","Warrior","LIGHT","","","","","","",""
"97383507","Dark Templar @Ignister","Link Effect Monster","3 monsters with different names If a monster(s) is Special Summoned to a zone(s) this card points to, even during the Damage Step: You can Special Summon as many Level 4 or lower """"@Ignister"""" monsters from your GY as possible to your zone(s) this card points to, but their effects are negated. When this card destroys an opponent's monster by battle: You can Special Summon 1 Cyberse monster from your GY. You can only use each effect of """"Dark Templar @Ignister"""" once per turn.","2300","None","","","","Cyberse","DARK","","","","","","",""
"97362768","Spark Blaster","Equip Spell","Equip only to """"Elemental HERO Sparkman"""". During your Main Phase: You can target 1 face-up monster; change the battle position of that target. After you use this effect 3 times, destroy this card.","None","None","","","","Equip","","","","","","","",""
"97360116","Unknown Warrior of Fiend","Normal Monster","The speed of this warrior creates an intense vacuum that can slice through a monster's hide.","1000","500","","","","Warrior","DARK","","","","","","",""
"97345699","Vesper Girsu","Quick-Play Spell","If your opponent controls 2 or more monsters than you do: They can send any number of monsters they control to the GY, after which you apply the following effect based on the number of monsters your opponent controls. ● 0: Your LP becomes halved. ● 1: Your opponent gains 2000 LP. ● 2: Banish all cards in your opponent's hand face-up, until the End Phase. ● 3+: Your opponent cannot activate monster effects this turn. You can only activate 1 """"Vesper Girsu"""" per turn.","None","None","","","","Quick-Play","","","","","","","",""
"97342942","Ectoplasmer","Continuous Spell","Once per turn, during each player's End Phase: The turn player must Tribute 1 face-up monster, and if they do, inflict damage to their opponent equal to half the original ATK of the Tributed monster.","None","None","","","","Continuous","","","","","","","",""
"97317530","Kalantosa, Mystical Beast of the Forest","Effect Monster","If this card is Special Summoned by the effect of a Beast-Type monster: You can target 1 card on the field; destroy that target.","200","1400","","","","Beast","EARTH","","","","","","",""
"97316367","Infinitrack Tunneller","Effect Monster","You can Tribute 1 EARTH Machine monster; Special Summon this card from your hand in Defense Position. You can banish this card from your GY, then target 5 EARTH Machine monsters in your GY; shuffle them into the Deck, then draw 2 cards. You can only use each effect of """"Infinitrack Tunneller"""" once per turn.","2200","500","","","","Machine","EARTH","","","","","","",""
"97300502","Invoked Augoeides","Fusion Effect Monster","""""Aleister the Invoker"""" + 1 Fusion Monster If this card is Special Summoned, or a monster(s) is Special Summoned to your opponent's field: You can target 1 monster your opponent controls; destroy it. You can only use this effect of """"Invoked Augoeides"""" once per turn. Once per turn: You can banish 1 Fusion Monster from your GY; this card gains ATK equal to that banished monster's ATK, until the end of your opponent's turn.","2000","2800","","","","Fairy","LIGHT","","","","","","",""
"97273514","Inzektor Picofalena","Link Effect Monster","2 Insect monsters If this card is Link Summoned: You can discard 1 card, then target 1 other Insect monster you control; equip 1 Insect monster from your Deck to it as an Equip Spell that gains this effect. ● The equipped monster gains 500 ATK/DEF. You can target 3 Insect monsters in your GY; shuffle them into the Deck, then draw 1 card. You can only use each effect of """"Inzektor Picofalena"""" once per turn.","1000","None","","","","Insect","DARK","","","","","","",""
"97268402","Effect Veiler","Tuner Effect Monster","During your opponent's Main Phase (Quick Effect): You can send this card from your hand to the GY, then target 1 Effect Monster your opponent controls; negate the effects of that face-up monster your opponent controls, until the end of this turn.","0","0","","","","Spellcaster","LIGHT","","","","","","",""
"9726840","Sky Striker Mobilize - Linkage!","Quick-Play Spell","If you control no monsters in your Main Monster Zone: You cannot Special Summon monsters from the Extra Deck for the rest of this turn after this card resolves, except """"Sky Striker Ace"""" monsters, also send 1 other card you control to the GY, and if you do, Special Summon 1 """"Sky Striker Ace"""" monster from your Extra Deck to the Extra Monster Zone, and if you have at least 1 LIGHT and 1 DARK """"Sky Striker Ace"""" monsters on your field and/or in your GY, the Summoned monster gains 1000 ATK.","None","None","","","","Quick-Play","","","","","","","",""
"97262307","Ragnaraika Wicked Butterfly","Effect Monster","You can discard this card; Special Summon 1 Insect, Plant, or Reptile monster from your hand. If this card is banished from the hand or GY: You can draw cards during the End Phase of this turn, equal to the number of different Monster Types among the monsters you control that are Insect, Plant, or Reptile. You can only use each effect of """"Ragnaraika Wicked Butterfly"""" once per turn.","1800","0","","","","Insect","EARTH","","","","","","",""
"97240499","Orphebull the Harmonious Bullfighter Bard","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 2 LIGHT and 2 DARK monsters from your hand and/or GY, except this card. If Summoned this way, this card gains 1000 ATK for each monster banished from your hand for its Summon, and can attack monsters a number of times each Battle Phase up to the number of monsters banished from the GY for its Summon. If this card destroys an opponent's monster by battle, after damage calculation: You can banish that opponent's monster.","3000","2400","","","","Beast-Warrior","LIGHT","","","","","","",""
"97240270","Mad Lobster","Normal Monster","A gourmet food renowned by the Dark World upper crust. It has sensational flavor.","1700","1000","","","","Aqua","WATER","","","","","","",""
"97234686","Gladiator Lash","Normal Trap","Activate only when you Special Summon a """"Gladiator Beast"""" monster. Your opponent discards 1 card of their choice.","None","None","","","","Normal","","","","","","","",""
"97232518","Abyss Stungray","Continuous Trap","Special Summon this card as an Effect Monster (Thunder-Type/LIGHT/Level 5/ATK 1900/DEF 0). (This card is also still a Trap Card.) If Summoned this way, this card cannot be destroyed by battle.","None","None","","","","Continuous","LIGHT","","","","","","",""
"97227123","Return of the Duelist","Normal Spell","If an Xyz Monster is on the field or in either GY: Add 1 Equip Spell from your Deck or GY to your hand. You can only activate 1 """"Return of the Duelist"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97223101","That's 10!","Continuous Spell","Each time a card or effect is activated, except """"That's 10!"""": You can place 1 Access Counter on this card (max. 10). Monsters you control gain 100 ATK for each Access Counter on this card. If the 10th Access Counter is placed on this card: You can return this card to the hand, and if you do, Set from your Deck, 1 Continuous Trap with an effect that Special Summons itself as a monster. It can be activated this turn.","None","None","","","","Continuous","","","","","","","",""
"97219708","Raidraptor - Last Strix","Effect Monster","If a """"Raidraptor"""" monster you control battles, while you have any Spell/Trap Cards on your field or in your Graveyard, during damage calculation (in either player's turn): You can Special Summon this card from your hand, then gain 100 LP for each Spell/Trap Card you control and in your Graveyard. You can Tribute this card; your opponent takes no battle damage this turn, also you Special Summon 1 """"Raidraptor"""" Xyz Monster from your Extra Deck in Defense Position, but its effects are negated, also return it to the Extra Deck during the End Phase. You can only use this effect of """"Raidraptor - Last Strix"""" once per turn.","100","100","","","","Winged Beast","DARK","","","","","","",""
"97211663","Nekroz Cycle","Ritual Spell","This card can be used to Ritual Summon any """"Nekroz"""" Ritual Monster. Tribute monsters from your hand or field, then Ritual Summon 1 """"Nekroz"""" Ritual Monster from your hand or GY whose Level exactly equals the total Levels of those monsters. You can only use this effect of """"Nekroz Cycle"""" once per turn. If you control no monsters: You can banish this card and 1 """"Nekroz"""" monster from your GY; add 1 """"Nekroz"""" Spell from your Deck to your hand.","None","None","","","","Ritual","","","","","","","",""
"9720537","Owner's Seal","Normal Spell","Return control of all monsters on the field to their original owners.","None","None","","","","Normal","","","","","","","",""
"97204936","Gaia Knight, the Force of Earth","Synchro Monster","1 Tuner + 1 or more non-Tuner monsters","2600","800","","","","Warrior","EARTH","","","","","","",""
"9718968","Photon Slasher","Effect Monster","If a face-up Xyz Monster is on the field, you can Special Summon this card (from your hand) in face-up Defense Position.","2100","1000","","","","Warrior","LIGHT","","","","","","",""
"97182396","Amaze Attraction Viking Vortex","Normal Trap","Target 1 """"Amazement"""" monster you control or 1 face-up monster your opponent controls; equip this card to it. You can activate the following effect, based on which player controls the equipped monster; ● You: Once per turn, when an opponent's monster declares an attack: Negate the attack, and if you do, change control of the equipped monster until the end of the Battle Phase. ● Your opponent: When the equipped monster activates its effect: Return it to the hand.","None","None","","","","Normal","","","","","","","",""
"97173708","Oh Tokenbaum!","Normal Trap","Tribute 2 or more Tokens with the same Level, then target monsters in your GY with that same Level, up to the number of Tokens Tributed; Special Summon them, but their effects are negated, also destroy them during the End Phase.","None","None","","","","Normal","","","","","","","",""
"97170107","Shining Elf","Xyz Effect Monster","2 Level 2 monsters When your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can detach 1 Xyz Material from this card; that monster(s) loses 500 ATK.","1600","1000","","","","Spellcaster","WIND","","","","","","",""
"97169186","Smashing Ground","Normal Spell","Destroy the 1 face-up monster your opponent controls that has the highest DEF (your choice, if tied).","None","None","","","","Normal","","","","","","","",""
"97168905","Miracle Locus","Normal Trap","Target 1 face-up Attack Position monster you control; your opponent draws 1 card, also that monster gains 1000 ATK until the end of this turn, and if it does, it can make up to 2 attacks on monsters during each Battle Phase this turn. If it attacks or is attacked this turn, your opponent takes no battle damage from that attack.","None","None","","","","Normal","","","","","","","",""
"97165977","Lunalight Panther Dancer","Fusion Effect Monster","""""Lunalight Cat Dancer"""" + 1 """"Lunalight"""" monster Must first be Fusion Summoned with the above Fusion Materials. Cannot be destroyed by your opponent's card effects. Once per turn, during your Main Phase 1: You can activate this effect; for the rest of this turn, the first time each monster your opponent controls would be destroyed by battle, it is not destroyed, also this card can attack all monsters your opponent controls, twice each, this turn. If this card destroys an opponent's monster by battle: This card gains 200 ATK until the end of the Battle Phase.","2800","2500","","","","Beast-Warrior","DARK","","","","","","",""
"97151365","Spacegate","Continuous Trap","Each time a monster your opponent controls attacks or is attacked, place 1 Gate Counter on this card at the end of the Damage Step. During your Main Phase: You can send this card to the Graveyard; Special Summon 1 monster from your hand whose Level is less than or equal to the number of Gate Counters on this card.","None","None","","","","Continuous","","","","","","","",""
"9715126","Boot-Up Order - Gear Force","Normal Trap","When either player's monster declares an attack and all monsters you control are face-up Machine monsters (min. 1): Destroy Attack Position monsters your opponent controls, up to the number of Machine monsters you control.","None","None","","","","Normal","","","","","","","",""
"97148796","Drytron Alpha Thuban","Effect Monster","Cannot be Normal Summoned/Set. Must be Special Summoned with the effect of a """"Drytron"""" card. You can Tribute 1 other """"Drytron"""" monster, or 1 Ritual Monster, from your hand or field; Special Summon this card from your hand or GY in Defense Position, then you can add 1 Ritual Monster from your Deck to your hand. You cannot Special Summon monsters, except monsters that cannot be Normal Summoned/Set, the turn you activate this effect. You can only use this effect of """"Drytron Alpha Thuban"""" once per turn.","2000","0","","","","Machine","LIGHT","","","","","","",""
"97127906","Alien Shocktrooper","Normal Monster","The Aliens have used a mysterious biological substance to create a supreme race of soldiers. They do not have the natural powers of the other Aliens, but can make stunning physical attacks.","1900","800","","","","Reptile","EARTH","","","","","","",""
"97120394","Anti-Magic Arrows","Quick-Play Spell","At the start of the Battle Phase: For the rest of this turn after this card resolves, Spell/Trap Cards, and their effects, cannot be activated. Cards and effects cannot be activated in response to this card's activation.","None","None","","","","Quick-Play","","","","","","","",""
"97112505","Chronomaly Magella Globe","Effect Monster","You can Tribute this card; Special Summon 1 """"Chronomaly"""" monster from your Deck, except """"Chronomaly Magella Globe"""". If this card is in your GY, except the turn it was sent there: You can banish 1 """"Chronomaly"""" card from your GY, except """"Chronomaly Magella Globe""""; add this card to your hand. You can only use each effect of """"Chronomaly Magella Globe"""" once per turn.","1500","300","","","","Machine","LIGHT","","","","","","",""
"9709452","Gaia Blaze, the Force of the Sun","Synchro Effect Monster","1 Tuner + 1+ non-Tuner monsters If this attacking card destroys an opponent's monster by battle: It can make a second attack in a row. Once per turn, at the end of the Battle Phase: You can target FIRE monsters in your GY up to the number of monsters this card destroyed by battle this turn; add them to your hand.","2600","2100","","","","Pyro","FIRE","","","","","","",""
"97093037","The Creator Incarnate","Effect Monster","You can Tribute this card; Special Summon 1 """"The Creator"""" from your hand.","1600","1500","","","","Warrior","LIGHT","","","","","","",""
"97091969","Armed Dragon Lightning","Continuous Spell","If an """"Armed Dragon"""" monster(s) you control would be destroyed by card effect, you can send this card to the GY instead. You can target 1 """"Armed Dragon"""" monster you control, then activate 1 of these effects; ● It gains ATK equal to its Level x 100 (even if this card leaves the field). ● Add 1 """"Armed Dragon"""" monster with an equal or lower Level than it from your GY to your hand. You can only use this effect of """"Armed Dragon Lightning"""" once per turn.","None","None","","","","Continuous","","","","","","","",""
"97077563","Call of the Haunted","Continuous Trap","Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.","None","None","","","","Continuous","","","","","","","",""
"97064649","Secret Sect Druid Wid","Effect Monster","If this card is sent from the field to the Graveyard: You can target 1 Continuous Spell Card in your Graveyard; Set that target. That Set card cannot be activated this turn. You can only use the effect of """"Secret Sect Druid Wid"""" once per turn.","0","1800","","","","Spellcaster","DARK","","","","","","",""
"97053215","G Golem Stubborn Menhir","Link Effect Monster","2 EARTH monsters If this card is Special Summoned from the GY: You can target 1 EARTH monster in your GY that can be Normal Summoned/Set; Special Summon it (but negate its effects, also banish it when it leaves the field) or add it to your hand. You can only use this effect of """"G Golem Stubborn Menhir"""" once per turn.","1500","None","","","","Cyberse","EARTH","","","","","","",""
"97051536","Infernoid Evil","Fusion Effect Monster","2 """"Infernoid"""" monsters If this card is Fusion Summoned: You can banish 1 """"Infernoid"""" monster from your GY; send """"Infernoid"""" monsters with different names from your Deck to the GY equal to the banished monster's Level. If this card is sent to the GY or banished: You can add 1 """"Void"""" Spell/Trap from your Deck to your hand. You can only use each effect of """"Infernoid Evil"""" once per turn.","1100","1100","","","","Fiend","FIRE","","","","","","",""
"97045737","Dominus Purge","Normal Trap","If your opponent controls a card, you can activate this card from your hand. When a card or effect is activated that includes an effect that adds a card(s) from the Deck to the hand: Negate that effect, then if you have a Trap in your GY, destroy that card. If you activated this card from your hand, you cannot activate the effects of DARK, WATER, and FIRE monsters for the rest of this Duel. You can only activate 1 """"Dominus Purge"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97036149","Tenyi Spirit - Nahata","Effect Monster","If you control no Effect Monsters: You can Special Summon this card from your hand. When an attack is declared involving your face-up non-Effect Monster and an opponent's face-up monster: You can banish this card from your hand or GY; that opponent's monster loses 1500 ATK until the end of this turn. You can only use each effect of """"Tenyi Spirit - Nahata"""" once per turn.","800","1000","","","","Wyrm","WIND","","","","","","",""
"97024987","Igknight Templar","Pendulum Normal Monster","''An experienced Igknight warrior who fights for justice and despises the corrupt. He even questions his own weapon these days, due to his absolute quest for righteousness.''","1700","1300","","","","Warrior","FIRE","","","","","","",""
"97023549","Blade Skater","Normal Monster","An image of beauty on the ice, this gorgeous warrior rips her opponents into pieces with her stylish Accel Slicer attack.","1400","1500","","","","Warrior","EARTH","","","","","","",""
"97021916","Dark Resonator","Tuner Effect Monster","The first time this card would be destroyed by battle each turn, it is not destroyed.","1300","300","","","","Fiend","DARK","","","","","","",""
"97017120","Giant Rat","Effect Monster","When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 EARTH monster with 1500 or less ATK from your Deck, in Attack Position.","1400","1450","","","","Beast","EARTH","","","","","","",""
"97007933","Hi-Speedroid Kendama","Synchro Effect Monster","1 Tuner + 1 or more non-Tuner monsters If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. You can only use each of the following effects of """"Hi-Speedroid Kendama"""" once per turn. ● You can banish 1 Machine-Type monster from your Graveyard; inflict 500 damage to your opponent. ● If this card is in your Graveyard and you control no cards: You can Special Summon this card. You cannot Normal Summon/Set the turn you activate this effect.","2200","1600","","","","Machine","WIND","","","","","","",""
"97001138","Dark Advance","Normal Trap","During either player's Main Phase or Battle Phase: Target 1 monster in your Graveyard with 2400 or more ATK and 1000 DEF; add it to your hand, then immediately after this effect resolves, you can Tribute Summon 1 monster with 2400 or more ATK and 1000 DEF in face-up Attack Position. You can only activate 1 """"Dark Advance"""" per turn.","None","None","","","","Normal","","","","","","","",""
"97000273","Scrap Kong","Effect Monster","When this card is Normal Summoned, destroy it. If this card is destroyed by the effect of a """"Scrap"""" card and sent to the Graveyard, you can select 1 """"Scrap"""" monster in your Graveyard, except """"Scrap Kong"""", and add it to your hand.","2000","1000","","","","Beast","EARTH","","","","","","",""
"96981563","Giant Turtle Who Feeds on Flames","Normal Monster","A crimson-shelled tortoise that feeds on flames.","1400","1800","","","","Aqua","WATER","","","","","","",""
"96967123","Dharma Cannon","Normal Monster","A monstrous creature whose body is lined with cannons that never miss their targets.","900","500","","","","Machine","DARK","","","","","","",""
"96965364","Insect Imitation","Normal Spell","Tribute 1 monster. Special Summon 1 Insect-Type monster from your Deck whose Level is 1 higher than the Tributed monster's.","None","None","","","","Normal","","","","","","","",""
"96947648","Salvage","Normal Spell","Target 2 WATER monsters with 1500 or less ATK in your Graveyard; add those targets to your hand.","None","None","","","","Normal","","","","","","","",""
"96945958","Speedroid CarTurbo","Tuner Effect Monster","If you control a WIND monster: You can Special Summon this card from your hand, also you cannot activate monster effects for the rest of this turn, except WIND monsters. You can banish this card and 1 """"Speedroid"""" monster from your GY; all WIND monsters you currently control gain 800 ATK until the end of this turn. You can only use each effect of """"Speedroid CarTurbo"""" once per turn.","800","1200","","","","Machine","WIND","","","","","","",""
"96938986","Resonance Insect","Effect Monster","If this card is sent from the field to the Graveyard: You can add 1 Level 5 or higher Insect-Type monster from your Deck to your hand. If this card is banished: You can send 1 Insect-Type monster from your Deck to the Graveyard, except """"Resonance Insect"""".","1000","700","","","","Insect","EARTH","","","","","","",""
"96938777","Machine Lord Ur","Effect Monster","This card can attack all monsters your opponent controls once each. If this card attacks or is attacked, your opponent takes no battle damage.","1600","1500","","","","Machine","EARTH","","","","","","",""
"96930127","Chain Dog","Effect Monster","Cannot be used as a Synchro Material, except for the Synchro Summon of a Beast-Type monster. If this card is in the Graveyard: You can Special Summon this card, and if you do, banish it when it leaves the field. You must control exactly 2 Beast-Type monsters to activate and to resolve this effect.","1600","1100","","","","Beast","EARTH","","","","","","",""
"96915510","Crealtar, the Impcantation Originator","Ritual Effect Monster","You can Ritual Summon this card with """"Impcantation Inception"""". During the Main Phase (Quick Effect): You can reveal this card in your hand; discard 1 card, then Special Summon """"Impcantation"""" monsters from your GY whose total Levels equal 10, but shuffle them into the Deck during the End Phase. You can only use this effect of """"Crealtar, the Impcantation Originator"""" once per turn. Non-Ritual """"Impcantation"""" monsters you control gain 2000 ATK, but their effects are negated.","3000","3000","","","","Fiend","LIGHT","","","","","","",""
"96914272","Egotistical Ape","Tuner Effect Monster","This card cannot be Normal Summoned or Set. This card can only be Special Summoned by sending 1 Beast-Type monster from your hand to the Graveyard. When this card is Special Summoned this way, you can activate 1 of these effects: ● Increase the Level of this card by the Level of the Beast-Type monster. ● Decrease the Level of this card by the Level of the Beast-Type monster.","1200","1200","","","","Beast","EARTH","","","","","","",""
"96907086","Earthbound Whirlwind","Normal Spell","If you control an """"Earthbound Immortal"""" monster: Destroy all Spell and Trap Cards your opponent controls.","None","None","","","","Normal","","","","","","","",""
"96897184","Fossil Warrior Skull King","Fusion Effect Monster","1 Rock monster + 1 Level 7 or higher monster Must first be Special Summoned with """"Fossil Fusion"""". This card can make a second attack during each Battle Phase. If this card attacks a Defense Position monster, inflict piercing battle damage. During your opponent's turn (Quick Effect): You can target 1 monster in your opponent's GY; discard 1 card, and if you do, Special Summon that monster to your field. You can only use this effect of """"Fossil Warrior Skull King"""" once per turn.","2800","1300","","","","Rock","EARTH","","","","","","",""
"96891787","Dogmatika Theo, the Iron Punch","Effect Monster","Cannot be destroyed by battle with a monster Special Summoned from the Extra Deck. You can only use each of the following effects of """"Dogmatika Theo, the Iron Punch"""" once per turn. If a monster Special Summoned from the Extra Deck is on the field: You can Special Summon this card from your hand. You can target 1 face-up monster on the field that was Special Summoned from the Extra Deck; until the end of this turn, this card gains 600 ATK, and if it does, the targeted monster loses 600 ATK.","1800","1500","","","","Spellcaster","LIGHT","","","","","","",""
"96890582","Flash Assailant","Effect Monster","Decrease the ATK and DEF of this card by 400 points for each card in your hand.","2000","2000","","","","Fiend","DARK","","","","","","",""
"96875080","Orbital Bombardment","Normal Trap","Send 1 """"Alien"""" monster from your side of the field to the Graveyard to activate this card. Destroy 1 Spell or Trap Card on the field.","None","None","","","","Normal","","","","","","","",""
"96872283","Evocator Chevalier","Gemini Effect Monster","This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect. ● You can send 1 face-up Equip Card you control to the Graveyard, then target 1 card your opponent controls; destroy that target.","1900","900","","","","Warrior","FIRE","","","","","","",""
"96864811","Forbidden Dress","Quick-Play Spell","Target 1 face-up monster on the field; until the end of this turn, that target loses 600 ATK, but cannot be targeted or destroyed by other card effects.","None","None","","","","Quick-Play","","","","","","","",""
"96864105","Number C73: Abyss Supra Splash","Xyz Effect Monster","3 Level 6 monsters If a monster you control battles an opponent's monster, during damage calculation (in either player's turn): You can detach 1 Xyz Material from this card once per battle; your battling monster gains ATK equal to the ATK of the opponent's monster it is battling, during that damage calculation only. If this card has """"Number 73: Abyss Splash"""" as Xyz Material, it gains this effect. ● This card cannot be destroyed by card effects.","3000","2000","","","","Warrior","WATER","","","","","","",""
